timestamp,outcome,color,batch
2025-04-11 17:49:06,26,black,batch_1
2025-04-11 17:49:09,10,black,batch_1
2025-04-11 17:49:12,10,black,batch_1
2025-04-11 17:49:15,15,black,batch_1
2025-04-11 17:49:18,20,black,batch_1
2025-04-11 17:49:21,13,black,batch_1
2025-04-11 17:49:24,24,black,batch_1
2025-04-11 17:49:27,2,black,batch_1
2025-04-11 17:49:30,31,black,batch_1
2025-04-11 17:49:33,2,black,batch_1
2025-04-11 17:49:36,4,black,batch_1
2025-04-11 17:49:39,15,black,batch_1
2025-04-11 17:49:42,29,black,batch_1
2025-04-11 17:49:45,36,red,batch_1
2025-04-11 17:49:48,31,black,batch_1
2025-04-11 17:49:51,5,red,batch_1
2025-04-11 17:49:54,1,red,batch_1
2025-04-11 17:49:57,0,green,batch_1
2025-04-11 17:50:00,2,black,batch_1
2025-04-11 17:50:03,36,red,batch_1
2025-04-11 17:50:06,20,black,batch_1
2025-04-11 17:50:09,6,black,batch_1
2025-04-11 17:50:12,13,black,batch_1
2025-04-11 17:50:15,2,black,batch_1
2025-04-11 17:50:18,26,black,batch_1
2025-04-11 17:50:21,22,black,batch_1
2025-04-11 17:50:24,28,black,batch_1
2025-04-11 17:50:27,30,red,batch_1
2025-04-11 17:50:30,14,red,batch_1
2025-04-11 17:50:33,10,black,batch_1
2025-04-11 17:50:36,21,red,batch_1
2025-04-11 17:50:39,18,red,batch_1
2025-04-11 17:50:42,25,red,batch_1
2025-04-11 17:50:45,15,black,batch_1
2025-04-11 17:50:48,36,red,batch_1
2025-04-11 17:50:51,31,black,batch_1
2025-04-11 17:50:54,14,red,batch_1
2025-04-11 17:50:57,33,black,batch_1
2025-04-11 17:51:00,10,black,batch_1
2025-04-11 17:51:03,15,black,batch_1
2025-04-11 17:51:06,19,red,batch_1
2025-04-11 17:51:09,22,black,batch_1
2025-04-11 17:51:12,15,black,batch_1
2025-04-11 17:51:15,29,black,batch_1
2025-04-11 17:51:18,36,red,batch_1
2025-04-11 17:51:21,28,black,batch_1
2025-04-11 17:51:24,36,red,batch_1
2025-04-11 17:51:27,12,red,batch_1
2025-04-11 17:51:30,16,red,batch_1
2025-04-11 17:51:33,34,red,batch_1
2025-04-11 17:51:36,32,red,batch_1
2025-04-11 17:51:39,11,black,batch_1
2025-04-11 17:51:42,20,black,batch_1
2025-04-11 17:51:45,5,red,batch_1
2025-04-11 17:51:48,0,green,batch_1
2025-04-11 17:51:51,15,black,batch_1
2025-04-11 17:51:54,17,black,batch_1
2025-04-11 17:51:57,6,black,batch_1
2025-04-11 17:52:00,35,black,batch_1
2025-04-11 17:52:03,21,red,batch_1
2025-04-11 17:52:06,22,black,batch_1
2025-04-11 17:52:09,27,red,batch_1
2025-04-11 17:52:12,35,black,batch_1
2025-04-11 17:52:15,7,red,batch_1
2025-04-11 17:52:18,26,black,batch_1
2025-04-11 17:52:21,22,black,batch_1
2025-04-11 17:52:24,30,red,batch_1
2025-04-11 17:52:27,4,black,batch_1
2025-04-11 17:52:30,36,red,batch_1
2025-04-11 17:52:33,7,red,batch_1
2025-04-11 17:52:36,18,red,batch_1
2025-04-11 17:52:39,12,red,batch_1
2025-04-11 17:52:42,24,black,batch_1
2025-04-11 17:52:45,15,black,batch_1
2025-04-11 17:52:48,11,black,batch_1
2025-04-11 17:52:51,22,black,batch_1
2025-04-11 17:52:54,6,black,batch_1
2025-04-11 17:52:57,10,black,batch_1
2025-04-11 17:53:00,35,black,batch_1
2025-04-11 17:53:03,28,black,batch_1
2025-04-11 17:53:06,10,black,batch_1
2025-04-11 17:53:09,30,red,batch_1
2025-04-11 17:53:12,34,red,batch_1
2025-04-11 17:53:15,13,black,batch_1
2025-04-11 17:53:18,18,red,batch_1
2025-04-11 17:53:21,36,red,batch_1
2025-04-11 17:53:24,24,black,batch_1
2025-04-11 17:53:27,18,red,batch_1
2025-04-11 17:53:30,18,red,batch_1
2025-04-11 17:53:33,16,red,batch_1
2025-04-11 17:53:36,19,red,batch_1
2025-04-11 17:53:39,36,red,batch_1
2025-04-11 17:53:42,18,red,batch_1
2025-04-11 17:53:45,34,red,batch_1
2025-04-11 17:53:48,20,black,batch_1
2025-04-11 17:53:51,20,black,batch_1
2025-04-11 17:53:54,27,red,batch_1
2025-04-11 17:53:57,10,black,batch_1
2025-04-11 17:54:00,31,black,batch_1
2025-04-11 17:54:03,6,black,batch_1
2025-04-11 17:54:06,28,black,batch_1
2025-04-11 17:54:09,2,black,batch_1
2025-04-11 17:54:12,25,red,batch_1
2025-04-11 17:54:15,6,black,batch_1
2025-04-11 17:54:18,16,red,batch_1
2025-04-11 17:54:21,3,red,batch_1
2025-04-11 17:54:24,8,black,batch_1
2025-04-11 17:54:27,22,black,batch_1
2025-04-11 17:54:30,25,red,batch_1
2025-04-11 17:54:33,32,red,batch_1
2025-04-11 17:54:36,21,red,batch_1
2025-04-11 17:54:39,26,black,batch_1
2025-04-11 17:54:42,8,black,batch_1
2025-04-11 17:54:45,11,black,batch_1
2025-04-11 17:54:48,36,red,batch_1
2025-04-11 17:54:51,4,black,batch_1
2025-04-11 17:54:54,15,black,batch_1
2025-04-11 17:54:57,21,red,batch_1
2025-04-11 17:55:00,18,red,batch_1
2025-04-11 17:55:03,22,black,batch_1
2025-04-11 17:55:06,28,black,batch_1
2025-04-11 17:55:09,16,red,batch_1
2025-04-11 17:55:12,16,red,batch_1
2025-04-11 17:55:15,3,red,batch_1
2025-04-11 17:55:18,35,black,batch_1
2025-04-11 17:55:21,8,black,batch_1
2025-04-11 17:55:24,16,red,batch_1
2025-04-11 17:55:27,28,black,batch_1
2025-04-11 17:55:30,16,red,batch_1
2025-04-11 17:55:33,30,red,batch_1
2025-04-11 17:55:36,8,black,batch_1
2025-04-11 17:55:39,20,black,batch_1
2025-04-11 17:55:42,14,red,batch_1
2025-04-11 17:55:45,15,black,batch_1
2025-04-11 17:55:48,7,red,batch_1
2025-04-11 17:55:51,17,black,batch_1
2025-04-11 17:55:54,14,red,batch_1
2025-04-11 17:55:57,23,red,batch_1
2025-04-11 17:56:00,32,red,batch_1
2025-04-11 17:56:03,11,black,batch_1
2025-04-11 17:56:06,27,red,batch_1
2025-04-11 17:56:09,17,black,batch_1
2025-04-11 17:56:12,5,red,batch_1
2025-04-11 17:56:15,16,red,batch_1
2025-04-11 17:56:18,28,black,batch_1
2025-04-11 17:56:21,4,black,batch_1
2025-04-11 17:56:24,15,black,batch_1
2025-04-11 17:56:27,2,black,batch_1
2025-04-11 17:56:30,14,red,batch_1
2025-04-11 17:56:33,24,black,batch_1
2025-04-11 17:56:36,6,black,batch_1
2025-04-11 17:56:39,10,black,batch_1
2025-04-11 17:56:42,24,black,batch_1
2025-04-11 17:56:45,12,red,batch_1
2025-04-11 17:56:48,13,black,batch_1
2025-04-11 17:56:51,3,red,batch_1
2025-04-11 17:56:54,25,red,batch_1
2025-04-11 17:56:57,27,red,batch_1
2025-04-11 17:57:00,24,black,batch_1
2025-04-11 17:57:03,20,black,batch_1
2025-04-11 17:57:06,25,red,batch_1
2025-04-11 17:57:09,29,black,batch_1
2025-04-11 17:57:12,15,black,batch_1
2025-04-11 17:57:15,12,red,batch_1
2025-04-11 17:57:18,31,black,batch_1
2025-04-11 17:57:21,12,red,batch_1
2025-04-11 17:57:24,17,black,batch_1
2025-04-11 17:57:27,35,black,batch_1
2025-04-11 17:57:30,17,black,batch_1
2025-04-11 17:57:33,15,black,batch_1
2025-04-11 17:57:36,26,black,batch_1
2025-04-11 17:57:39,3,red,batch_1
2025-04-11 17:57:42,13,black,batch_1
2025-04-11 17:57:45,36,red,batch_1
2025-04-11 17:57:48,10,black,batch_1
2025-04-11 17:57:51,18,red,batch_1
2025-04-11 17:57:54,18,red,batch_1
2025-04-11 17:57:57,0,green,batch_1
2025-04-11 17:58:00,32,red,batch_1
2025-04-11 17:58:03,3,red,batch_1
2025-04-11 17:58:06,10,black,batch_1
2025-04-11 17:58:09,14,red,batch_1
2025-04-11 17:58:12,2,black,batch_1
2025-04-11 17:58:15,23,red,batch_1
2025-04-11 17:58:18,12,red,batch_1
2025-04-11 17:58:21,6,black,batch_1
2025-04-11 17:58:24,25,red,batch_1
2025-04-11 17:58:27,24,black,batch_1
2025-04-11 17:58:30,13,black,batch_1
2025-04-11 17:58:33,12,red,batch_1
2025-04-11 17:58:36,3,red,batch_1
2025-04-11 17:58:39,12,red,batch_1
2025-04-11 17:58:42,18,red,batch_1
2025-04-11 17:58:45,30,red,batch_1
2025-04-11 17:58:48,6,black,batch_1
2025-04-11 17:58:51,20,black,batch_1
2025-04-11 17:58:54,15,black,batch_1
2025-04-11 17:58:57,13,black,batch_1
2025-04-11 17:59:00,24,black,batch_1
2025-04-11 17:59:03,16,red,batch_1
2025-04-11 17:59:06,3,red,batch_1
2025-04-11 17:59:09,19,red,batch_1
2025-04-11 17:59:12,4,black,batch_1
2025-04-11 17:59:15,27,red,batch_1
2025-04-11 17:59:18,36,red,batch_1
2025-04-11 17:59:21,0,green,batch_1
2025-04-11 17:59:24,6,black,batch_1
2025-04-11 17:59:27,19,red,batch_1
2025-04-11 17:59:30,17,black,batch_1
2025-04-11 17:59:33,16,red,batch_1
2025-04-11 17:59:36,29,black,batch_1
2025-04-11 17:59:39,21,red,batch_1
2025-04-11 17:59:42,13,black,batch_1
2025-04-11 17:59:45,33,black,batch_1
2025-04-11 17:59:48,20,black,batch_1
2025-04-11 17:59:51,8,black,batch_1
2025-04-11 17:59:54,30,red,batch_1
2025-04-11 17:59:57,32,red,batch_1
2025-04-11 18:00:00,28,black,batch_1
2025-04-11 18:00:03,19,red,batch_1
2025-04-11 18:00:06,5,red,batch_1
2025-04-11 18:00:09,28,black,batch_1
2025-04-11 18:00:12,29,black,batch_1
2025-04-11 18:00:15,6,black,batch_1
2025-04-11 18:00:18,4,black,batch_1
2025-04-11 18:00:21,8,black,batch_1
2025-04-11 18:00:24,22,black,batch_1
2025-04-11 18:00:27,21,red,batch_1
2025-04-11 18:00:30,19,red,batch_1
2025-04-11 18:00:33,36,red,batch_1
2025-04-11 18:00:36,6,black,batch_1
2025-04-11 18:00:39,24,black,batch_1
2025-04-11 18:00:42,35,black,batch_1
2025-04-11 18:00:45,30,red,batch_1
2025-04-11 18:00:48,20,black,batch_1
2025-04-11 18:00:51,8,black,batch_1
2025-04-11 18:00:54,8,black,batch_1
2025-04-11 18:00:57,36,red,batch_1
2025-04-11 18:01:00,30,red,batch_1
2025-04-11 18:01:03,25,red,batch_1
2025-04-11 18:01:06,8,black,batch_1
2025-04-11 18:01:09,15,black,batch_1
2025-04-11 18:01:12,10,black,batch_1
2025-04-11 18:01:15,35,black,batch_1
2025-04-11 18:01:18,20,black,batch_1
2025-04-11 18:01:21,16,red,batch_1
2025-04-11 18:01:24,10,black,batch_1
2025-04-11 18:01:27,5,red,batch_1
2025-04-11 18:01:30,25,red,batch_1
2025-04-11 18:01:33,27,red,batch_1
2025-04-11 18:01:36,30,red,batch_1
2025-04-11 18:01:39,35,black,batch_1
2025-04-11 18:01:42,31,black,batch_1
2025-04-11 18:01:45,22,black,batch_1
2025-04-11 18:01:48,32,red,batch_1
2025-04-11 18:01:51,18,red,batch_1
2025-04-11 18:01:54,26,black,batch_1
2025-04-11 18:01:57,21,red,batch_1
2025-04-11 18:02:00,35,black,batch_1
2025-04-11 18:02:03,25,red,batch_1
2025-04-11 18:02:06,2,black,batch_1
2025-04-11 18:02:09,11,black,batch_1
2025-04-11 18:02:12,8,black,batch_1
2025-04-11 18:02:15,14,red,batch_1
2025-04-11 18:02:18,31,black,batch_1
2025-04-11 18:02:21,30,red,batch_1
2025-04-11 18:02:24,17,black,batch_1
2025-04-11 18:02:27,36,red,batch_1
2025-04-11 18:02:30,28,black,batch_1
2025-04-11 18:02:33,29,black,batch_1
2025-04-11 18:02:36,16,red,batch_1
2025-04-11 18:02:39,13,black,batch_1
2025-04-11 18:02:42,6,black,batch_1
2025-04-11 18:02:45,23,red,batch_1
2025-04-11 18:02:48,25,red,batch_1
2025-04-11 18:02:51,35,black,batch_1
2025-04-11 18:02:54,3,red,batch_1
2025-04-11 18:02:57,33,black,batch_1
2025-04-11 18:03:00,26,black,batch_1
2025-04-11 18:03:03,25,red,batch_1
2025-04-11 18:03:06,15,black,batch_1
2025-04-11 18:03:09,11,black,batch_1
2025-04-11 18:03:12,12,red,batch_1
2025-04-11 18:03:15,15,black,batch_1
2025-04-11 18:03:18,19,red,batch_1
2025-04-11 18:03:21,10,black,batch_1
2025-04-11 18:03:24,13,black,batch_1
2025-04-11 18:03:27,31,black,batch_1
2025-04-11 18:03:30,6,black,batch_1
2025-04-11 18:03:33,13,black,batch_1
2025-04-11 18:03:36,35,black,batch_1
2025-04-11 18:03:39,18,red,batch_1
2025-04-11 18:03:42,25,red,batch_1
2025-04-11 18:03:45,3,red,batch_1
2025-04-11 18:03:48,14,red,batch_1
2025-04-11 18:03:51,15,black,batch_1
2025-04-11 18:03:54,29,black,batch_1
2025-04-11 18:03:57,20,black,batch_1
2025-04-11 18:04:00,34,red,batch_1
2025-04-11 18:04:03,25,red,batch_1
2025-04-11 18:04:06,35,black,batch_1
2025-04-11 18:04:09,32,red,batch_1
2025-04-11 18:04:12,18,red,batch_1
2025-04-11 18:04:15,8,black,batch_1
2025-04-11 18:04:18,35,black,batch_1
2025-04-11 18:04:21,33,black,batch_1
2025-04-11 18:04:24,4,black,batch_1
2025-04-11 18:04:27,14,red,batch_1
2025-04-11 18:04:30,17,black,batch_1
2025-04-11 18:04:33,13,black,batch_1
2025-04-11 18:04:36,11,black,batch_1
2025-04-11 18:04:39,26,black,batch_1
2025-04-11 18:04:42,34,red,batch_1
2025-04-11 18:04:45,11,black,batch_1
2025-04-11 18:04:48,19,red,batch_1
2025-04-11 18:04:51,35,black,batch_1
2025-04-11 18:04:54,2,black,batch_1
2025-04-11 18:04:57,6,black,batch_1
2025-04-11 18:05:00,17,black,batch_1
2025-04-11 18:05:03,7,red,batch_1
2025-04-11 18:05:06,0,green,batch_1
2025-04-11 18:05:09,5,red,batch_1
2025-04-11 18:05:12,3,red,batch_1
2025-04-11 18:05:15,6,black,batch_1
2025-04-11 18:05:18,28,black,batch_1
2025-04-11 18:05:21,14,red,batch_1
2025-04-11 18:05:24,22,black,batch_1
2025-04-11 18:05:27,30,red,batch_1
2025-04-11 18:05:30,8,black,batch_1
2025-04-11 18:05:33,21,red,batch_1
2025-04-11 18:05:36,31,black,batch_1
2025-04-11 18:05:39,25,red,batch_1
2025-04-11 18:05:42,12,red,batch_1
2025-04-11 18:05:45,34,red,batch_1
2025-04-11 18:05:48,26,black,batch_1
2025-04-11 18:05:51,5,red,batch_1
2025-04-11 18:05:54,15,black,batch_1
2025-04-11 18:05:57,5,red,batch_1
2025-04-11 18:06:00,30,red,batch_1
2025-04-11 18:06:03,3,red,batch_1
2025-04-11 18:06:06,17,black,batch_1
2025-04-11 18:06:09,2,black,batch_1
2025-04-11 18:06:12,21,red,batch_1
2025-04-11 18:06:15,23,red,batch_1
2025-04-11 18:06:18,23,red,batch_1
2025-04-11 18:06:21,2,black,batch_1
2025-04-11 18:06:24,8,black,batch_1
2025-04-11 18:06:27,24,black,batch_1
2025-04-11 18:06:30,22,black,batch_1
2025-04-11 18:06:33,13,black,batch_1
2025-04-11 18:06:36,29,black,batch_1
2025-04-11 18:06:39,2,black,batch_1
2025-04-11 18:06:42,13,black,batch_1
2025-04-11 18:06:45,21,red,batch_1
2025-04-11 18:06:48,20,black,batch_1
2025-04-11 18:06:51,22,black,batch_1
2025-04-11 18:06:54,30,red,batch_1
2025-04-11 18:06:57,19,red,batch_1
2025-04-11 18:07:00,2,black,batch_1
2025-04-11 18:07:03,21,red,batch_1
2025-04-11 18:07:06,29,black,batch_1
2025-04-11 18:07:09,13,black,batch_1
2025-04-11 18:07:12,28,black,batch_1
2025-04-11 18:07:15,3,red,batch_1
2025-04-11 18:07:18,5,red,batch_1
2025-04-11 18:07:21,20,black,batch_1
2025-04-11 18:07:24,17,black,batch_1
2025-04-11 18:07:27,34,red,batch_1
2025-04-11 18:07:30,27,red,batch_1
2025-04-11 18:07:33,33,black,batch_1
2025-04-11 18:07:36,32,red,batch_1
2025-04-11 18:07:39,27,red,batch_1
2025-04-11 18:07:42,25,red,batch_1
2025-04-11 18:07:45,14,red,batch_1
2025-04-11 18:07:48,32,red,batch_1
2025-04-11 18:07:51,10,black,batch_1
2025-04-11 18:07:54,11,black,batch_1
2025-04-11 18:07:57,13,black,batch_1
2025-04-11 18:08:00,28,black,batch_1
2025-04-11 18:08:03,5,red,batch_1
2025-04-11 18:08:06,21,red,batch_1
2025-04-11 18:08:09,18,red,batch_1
2025-04-11 18:08:12,30,red,batch_1
2025-04-11 18:08:15,16,red,batch_1
2025-04-11 18:08:18,13,black,batch_1
2025-04-11 18:08:21,18,red,batch_1
2025-04-11 18:08:24,18,red,batch_1
2025-04-11 18:08:27,26,black,batch_1
2025-04-11 18:08:30,25,red,batch_1
2025-04-11 18:08:33,31,black,batch_1
2025-04-11 18:08:36,27,red,batch_1
2025-04-11 18:08:39,32,red,batch_1
2025-04-11 18:08:42,11,black,batch_1
2025-04-11 18:08:45,20,black,batch_1
2025-04-11 18:08:48,28,black,batch_1
2025-04-11 18:08:51,13,black,batch_1
2025-04-11 18:08:54,33,black,batch_1
2025-04-11 18:08:57,4,black,batch_1
2025-04-11 18:09:00,19,red,batch_1
2025-04-11 18:09:03,29,black,batch_1
2025-04-11 18:09:06,29,black,batch_1
2025-04-11 18:09:09,36,red,batch_1
2025-04-11 18:09:12,1,red,batch_1
2025-04-11 18:09:15,13,black,batch_1
2025-04-11 18:09:18,15,black,batch_1
2025-04-11 18:09:21,23,red,batch_1
2025-04-11 18:09:24,27,red,batch_1
2025-04-11 18:09:27,4,black,batch_1
2025-04-11 18:09:30,36,red,batch_1
2025-04-11 18:09:33,4,black,batch_1
2025-04-11 18:09:36,14,red,batch_1
2025-04-11 18:09:39,16,red,batch_1
2025-04-11 18:09:42,20,black,batch_1
2025-04-11 18:09:45,20,black,batch_1
2025-04-11 18:09:48,13,black,batch_1
2025-04-11 18:09:51,2,black,batch_1
2025-04-11 18:09:54,18,red,batch_1
2025-04-11 18:09:57,19,red,batch_1
2025-04-11 18:10:00,19,red,batch_1
2025-04-11 18:10:03,21,red,batch_1
2025-04-11 18:10:06,0,green,batch_1
2025-04-11 18:10:09,33,black,batch_1
2025-04-11 18:10:12,8,black,batch_1
2025-04-11 18:10:15,22,black,batch_1
2025-04-11 18:10:18,9,red,batch_1
2025-04-11 18:10:21,22,black,batch_1
2025-04-11 18:10:24,2,black,batch_1
2025-04-11 18:10:27,23,red,batch_1
2025-04-11 18:10:30,5,red,batch_1
2025-04-11 18:10:33,35,black,batch_1
2025-04-11 18:10:36,0,green,batch_1
2025-04-11 18:10:39,3,red,batch_1
2025-04-11 18:10:42,31,black,batch_1
2025-04-11 18:10:45,28,black,batch_1
2025-04-11 18:10:48,36,red,batch_1
2025-04-11 18:10:51,36,red,batch_1
2025-04-11 18:10:54,0,green,batch_1
2025-04-11 18:10:57,4,black,batch_1
2025-04-11 18:11:00,28,black,batch_1
2025-04-11 18:11:03,5,red,batch_1
2025-04-11 18:11:06,24,black,batch_1
2025-04-11 18:11:09,0,green,batch_1
2025-04-11 18:11:12,28,black,batch_1
2025-04-11 18:11:15,26,black,batch_1
2025-04-11 18:11:18,6,black,batch_1
2025-04-11 18:11:21,28,black,batch_1
2025-04-11 18:11:24,32,red,batch_1
2025-04-11 18:11:27,29,black,batch_1
2025-04-11 18:11:30,18,red,batch_1
2025-04-11 18:11:33,3,red,batch_1
2025-04-11 18:11:36,26,black,batch_1
2025-04-11 18:11:39,32,red,batch_1
2025-04-11 18:11:42,32,red,batch_1
2025-04-11 18:11:45,16,red,batch_1
2025-04-11 18:11:48,11,black,batch_1
2025-04-11 18:11:51,34,red,batch_1
2025-04-11 18:11:54,4,black,batch_1
2025-04-11 18:11:57,0,green,batch_1
2025-04-11 18:12:00,11,black,batch_1
2025-04-11 18:12:03,35,black,batch_1
2025-04-11 18:12:06,19,red,batch_1
2025-04-11 18:12:09,25,red,batch_1
2025-04-11 18:12:12,30,red,batch_1
2025-04-11 18:12:15,27,red,batch_1
2025-04-11 18:12:18,21,red,batch_1
2025-04-11 18:12:21,6,black,batch_1
2025-04-11 18:12:24,14,red,batch_1
2025-04-11 18:12:27,6,black,batch_1
2025-04-11 18:12:30,5,red,batch_1
2025-04-11 18:12:33,13,black,batch_1
2025-04-11 18:12:36,2,black,batch_1
2025-04-11 18:12:39,23,red,batch_1
2025-04-11 18:12:42,5,red,batch_1
2025-04-11 18:12:45,5,red,batch_1
2025-04-11 18:12:48,16,red,batch_1
2025-04-11 18:12:51,3,red,batch_1
2025-04-11 17:43:18,34,red,batch_2
2025-04-11 17:43:21,32,red,batch_2
2025-04-11 17:43:24,31,black,batch_2
2025-04-11 17:43:27,23,red,batch_2
2025-04-11 17:43:30,15,black,batch_2
2025-04-11 17:43:33,4,black,batch_2
2025-04-11 17:43:36,20,black,batch_2
2025-04-11 17:43:39,8,black,batch_2
2025-04-11 17:43:42,14,red,batch_2
2025-04-11 17:43:45,31,black,batch_2
2025-04-11 17:43:48,21,red,batch_2
2025-04-11 17:43:51,14,red,batch_2
2025-04-11 17:43:54,3,red,batch_2
2025-04-11 17:43:57,3,red,batch_2
2025-04-11 17:44:00,4,black,batch_2
2025-04-11 17:44:03,25,red,batch_2
2025-04-11 17:44:06,11,black,batch_2
2025-04-11 17:44:09,34,red,batch_2
2025-04-11 17:44:12,3,red,batch_2
2025-04-11 17:44:15,29,black,batch_2
2025-04-11 17:44:18,8,black,batch_2
2025-04-11 17:44:21,28,black,batch_2
2025-04-11 17:44:24,22,black,batch_2
2025-04-11 17:44:27,22,black,batch_2
2025-04-11 17:44:30,23,red,batch_2
2025-04-11 17:44:33,34,red,batch_2
2025-04-11 17:44:36,2,black,batch_2
2025-04-11 17:44:39,20,black,batch_2
2025-04-11 17:44:42,22,black,batch_2
2025-04-11 17:44:45,20,black,batch_2
2025-04-11 17:44:48,2,black,batch_2
2025-04-11 17:44:51,29,black,batch_2
2025-04-11 17:44:54,34,red,batch_2
2025-04-11 17:44:57,3,red,batch_2
2025-04-11 17:45:00,35,black,batch_2
2025-04-11 17:45:03,16,red,batch_2
2025-04-11 17:45:06,16,red,batch_2
2025-04-11 17:45:09,10,black,batch_2
2025-04-11 17:45:12,0,green,batch_2
2025-04-11 17:45:15,32,red,batch_2
2025-04-11 17:45:18,16,red,batch_2
2025-04-11 17:45:21,24,black,batch_2
2025-04-11 17:45:24,32,red,batch_2
